"User_ID","Purchase"
1002665,5563
1004438,10145
1000277,4039
1005726,15888
1003752,15195
1004000,23671
1004502,12832
1001613,19332
1004161,751
1004643,8462
1001958,8112
1002909,15898
1000329,15586
1005858,16310
1004388,11682
1003675,8754
1002537,1968
1000780,7144
1004498,15838
1000271,8792
1004510,18778
1001340,3943
1004824,6964
1005556,1415
1003574,3035
1001699,3788
1005083,4014
1004422,4452
1002092,5913
1000731,5262
1003431,9853
1004442,7818
1001284,8798
1003024,954
1002810,8030
1002604,6969
1001361,7533
1000860,4665
1002748,11032
1004502,15645
1001063,7100
1001790,16367
1003491,5334
1003770,4854
1002526,3514
1005786,3683
1002537,7790
1002198,8147
1005678,20713
1003526,5414
1005434,9883
1004277,5316
1004277,15291
1001309,15410
1001258,20295
1001323,7010
1005888,7146
1003519,12412
1001137,19432
1000854,9928
1000402,12635
1005299,15222
1003789,7043
1005105,7906
1002743,6042
1004834,12302
1001088,12900
1002016,15765
1005505,13357
1002748,13047
1003945,15531
1001194,15226
1005950,6094
1001737,3001
1001361,5295
1004877,20482
1001884,7168
1002485,8118
1005078,5881
1002641,9815
1000148,10072
1001675,11855
1003635,23894
1000934,3651
1002818,9721
1005840,11891
1003689,5324
1003841,11590
1004956,6045
1004785,7835
1001883,5250
1001120,8213
1004088,11801
1004879,7117
1000877,19202
1000178,11817
1005002,5283
1001168,16647
1000400,12765
1001998,7843
1003677,7596
1005306,7184
1002952,9898
1003080,6992
1004422,11489
1002781,15418
1004592,3714
1005795,8006
1004384,7113
1000552,19647
1001472,19349
1005523,19344
1005312,3600
1001926,9777
1001449,1805
1003882,9907
1001495,5295
1002179,6107
1000117,12126
1004512,15227
1002486,6853
1001260,12859
1001707,8725
1005355,5380
1002664,15747
1004499,20588
1001875,4032
1001680,5334
1003685,9770
1005507,10005
1003095,7417
1001087,6464
1001120,1741
1003401,15455
1005160,16267
1003154,12765
1004506,1056
1000787,6156
1000801,12005
1004042,6640
1001358,15783
1004962,3684
1003819,15287
1005458,7966
1002820,6196
1005049,6870
1005367,4579
1005399,5157
1000744,15161
1001448,19274
1000307,8809
1000481,5998
1001930,6959
1003519,6055
1003603,11615
1000343,753
1002383,3475
1005468,10082
1000008,13265
1000889,1476
1000368,8135
1000390,9977
1003946,11827
1005749,7989
1000705,1749
1000136,9908
1001274,7764
1002526,5199
1005788,5406
1003250,8053
1001976,6122
1001231,8119
1005180,1956
1005387,5932
1000139,8314
1000056,9993
1003308,8688
1001683,5365
1001404,5184
1004382,3675
1001605,12502
1002103,7192
1004326,8714
1001040,6872
1004104,11667
1002446,5336
1001051,7125
1002497,10081
1004411,9940
1002913,7191
1003853,6932
1003900,7638
1003728,5861
1001329,8737
1003690,12270
1003550,5443
1000854,15218
1004488,19126
1005163,11603
1001071,12934
1003312,4218
1003868,5259
1004615,15361
1003762,3232
1001544,15349
1000820,18969
1001317,11543
1003724,6907
1001791,8028
1003032,6989
1000858,6132
1001853,8591
1001021,9914
1001053,19340
1006039,9750
1000438,6525
1003771,1588
1004115,15699
1004388,12067
1005950,3574
1003032,3519
1001530,6916
1000934,5245
1004279,15917
1002926,12054
1005321,3464
1005143,5332
1001764,6863
1001514,8089
1001889,5153
1004227,3986
1002968,6926
1005137,2991
1005623,8009
1000873,7815
1002438,9835
1004829,5153
1000596,3074
1000552,11851
1005378,12670
1004115,8882
1001836,12727
1002918,8752
1004064,6913
1002680,5479
1005492,9788
1003669,3754
1003629,6061
1000350,7001
1005719,7928
1001141,10971
1002457,7097
1003512,4672
1003499,7115
1003196,3200
1005795,5961
1001884,15344
1001940,9912
1003999,15840
1002752,9849
1000710,7067
1005744,6957
1004688,3516
1005450,7979
1005888,3502
1004915,16688
1001732,12499
1004139,7930
1000356,9907
1001132,13621
1003556,15780
1005319,1078
1004771,8853
1003503,7791
1005912,2086
1002526,8095
1004078,20576
1003191,19604
1002102,4549
1002125,19657
1002098,1484
1002585,3010
1001172,5159
1003675,8731
1002501,7162
1004819,8639
1003512,8090
1000366,10053
1003349,15328
1004911,1791
1001597,3637
1003630,9832
1003963,20615
1004970,9525
1002106,5977
1005120,8125
1003892,8717
1005854,20533
1005621,9731
1000585,20342
1003087,4592
1004040,12644
1003539,6914
1001449,4154
1001943,6099
1001026,6077
1001498,5256
1002683,6940
1003389,3181
1001697,15988
1000079,8078
1000139,15688
1003808,7035
1001680,20522
1000109,15656
1002688,5380
1001051,8833
1003206,4650
1005333,7952
1000314,8004
1005123,6926
1004815,744
1004647,2284
1003395,9881
1003469,8038
1005147,19323
1003458,7834
1003705,3145
1005042,5337
1001077,15167
1000984,16533
1000047,8009
1002092,15703
1000329,5393
1002461,19647
1004862,3670
1005636,8669
1003082,16837
1003941,19164
1004806,16973
1001688,8616
1003539,7075
1002344,7936
1001645,9773
1003492,20011
1001066,696
1001051,15859
1005407,6034
1001088,6699
1003410,5323
1001079,12288
1002793,7835
1005675,10009
1004566,11588
1003082,7909
1002454,8301
1001926,8033
1000075,10583
1001164,6861
1000770,8511
1005831,7149
1000692,9590
1004978,9767
1001793,19920
1005485,15401
1000261,3689
1001127,8277
1003507,7639
1000522,15896
1000984,7596
1005684,5902
1001088,19347
1004224,5476
1001425,8099
1002001,6103
1003650,19643
1005840,8655
1000412,6862
1001113,3612
1001727,15418
1004022,12757
1004510,8207
1005766,19232
1002892,8782
1001600,6932
1004760,13034
1000301,20079
1000776,19655
1002785,7870
1003925,8609
1000602,4118
1005029,7160
1003471,12079
1005209,12319
1005019,5269
1000028,15793
1000855,8673
1005301,2310
1005587,8112
1002010,11643
1005794,13556
1003603,7725
1003418,9805
1003001,8904
1005878,7967
1000977,5824
1001164,4167
1003639,5468
1000308,2756
1003411,5242
1003652,8787
1002909,11713
1001354,8020
1000146,9721
1000524,1748
1003653,2081
1001495,3737
1000549,15911
1002015,8738
1004837,6973
1004524,5156
1005964,10067
1005811,3103
1003106,2116
1005005,20616
1001027,16267
1001941,5840
1002038,18800
1004416,20338
1004457,5946
1000549,9790
1005963,1944
1000985,11674
1004079,7793
1005978,11982
1004829,7107
1000357,3735
1000701,9808
1004789,15496
1003518,20949
1002052,7059
1001863,8580
1002174,7060
1004150,15813
1002541,3563
1005720,5445
1003591,16551
1003058,12115
1001191,956
1004458,9982
1003483,3657
1003309,12787
1001164,7011
1005878,9763
1002022,8084
1005880,5431
1000338,19596
1003253,7148
1000425,7019
1003240,3461
1001821,19132
1000731,8825
1005061,8676
1004322,5383
1002903,19385
1001573,7089
1002316,19436
1002463,11488
1005326,4502
1005508,5383
1001323,6884
1005908,5341
1001303,7012
1005153,7970
1005576,15430
1002464,16614
1005878,6893
1004024,5964
1000651,3616
1004568,10061
1001641,4048
1004531,6888
1005367,19162
1005812,16535
1002195,15590
1003780,20143
1000308,15723
1005795,19303
1004354,19354
1003299,7893
1003004,7953
1001150,4539
1000549,7873
1003971,15782
1001140,8392
1000586,19306
1005854,3120
1005256,7024
1001274,7894
1003729,11790
1002951,19369
1005878,20725
1002684,9573
1002181,7930
1004150,12291
1004290,7885
1003672,5931
1005112,15981
1004041,16400
1004918,8731
1004983,13299
1003430,11735
1003610,2152
1003563,5170
1001632,15232
1006040,6874
1000312,5830
1000543,15209
1004854,2001
1003313,6196
1000875,19548
1001861,3445
1005441,7848
1003842,5459
1001203,5239
1000550,8084
1005825,21025
1002109,1438
1001340,19483
1004473,8142
1004979,13502
1005561,8568
1003428,20476
1000531,7870
1004789,11994
1004177,20366
1001697,9703
1000175,6100
1003971,5957
1001521,8093
1000355,7178
1003032,11962
1003507,13169
1000752,3997
1001261,8209
1001680,19290
1004062,8892
1001463,19171
1000669,7183
1000116,19189
1002188,5992
1005763,1985
1001010,7614
1005763,8194
1005857,1031
1000850,6935
1002617,5866
1002110,5266
1001635,7847
1004028,19337
1000730,19636
1005035,8742
1001807,5462
1006000,7060
1000853,3481
1001293,5229
1001242,7019
1003998,15757
1004462,4023
1001647,2005
1006036,3224
1003792,5475
1003934,1500
1005558,1400
1005362,5857
1002777,4068
1004115,12699
1003191,11558
1005555,15438
1001579,7954
1005401,7599
1005087,3729
1005550,19918
1004107,19513
1005536,12067
1002532,7180
1004607,11945
1000802,6873
1002634,6916
1003311,11743
1001019,2015
1003411,1514
1004452,19318
1001897,11054
1001613,2140
1004048,11496
1003075,6046
1005881,9850
1002221,4074
1000284,8891
1002288,5376
1002777,4247
1003423,7133
1002181,2068
1005831,18240
1005854,7986
1004019,9720
1000877,5833
1005241,6057
1001545,11557
1002691,8598
1003675,19121
1004812,8714
1004215,7180
1003756,7429
1002651,12053
1004180,8004
1002734,3442
1001370,16073
1003018,7188
1003116,19198
1001680,5958
1000296,6859
1001847,4422
1005433,1550
1004118,1726
1005862,16175
1001951,8691
1002102,5888
1000223,7052
1001695,15253
1005488,5302
1005504,19392
1001447,1961
1000648,6913
1004387,3493
1000010,3490
1003111,15760
1005848,16585
1003125,8108
1003998,1670
1005955,5355
1002457,4602
1004235,7965
1002259,20432
1001922,5881
1002691,19060
1002895,8020
1004033,8106
1001764,4561
1003656,8313
1003881,5139
1003778,3547
1003441,13134
1003391,7851
1001645,8722
1001489,1774
1002436,5263
1002289,8888
1003031,5297
1001546,7803
1005232,19437
1003320,5358
1003189,5336
1004062,3923
1004258,11995
1002334,15235
1005251,8829
1000549,9728
1003230,13632
1001680,7898
1005911,10069
1001899,5267
1004948,7093
1000959,19590
1003716,15648
1002258,12972
1000949,15647
1000156,7976
1000917,9854
1004064,7108
1001246,7151
1004808,11909
1005282,5153
1002027,3110
1002466,11832
1001369,7992
1001037,5237
1002151,11635
1005862,8892
1003277,20586
1003550,16921
1003740,10030
1001302,6155
1003312,3437
1000692,15446
1005621,7957
1001597,8739
1001681,15885
1005355,6975
1005046,10026
1005330,8121
1002577,6077
1000108,15540
1002583,6162
1000111,8893
1005514,5309
1004666,5204
1002887,6114
1002659,9708
1005184,4180
1004955,6047
1000319,5340
1005595,4149
1005553,15972
1000799,5243
1004339,15485
1004514,16270
1001680,7173
1001323,7050
1000710,7173
1000041,19563
1000308,11895
1005338,11912
1002885,7083
1005738,6051
1004058,6956
1003961,12536
1000666,5273
1002909,5448
1003526,3702
1002599,15647
1003600,13426
1003410,7841
1001059,1843
1005942,7124
1002967,7047
1000838,21056
1003545,23775
1005888,8807
1000551,8081
1004953,11746
1000509,7893
1002605,20411
1003487,9722
1005574,15201
1003054,15183
1001952,8132
1004183,12562
1005310,15870
1002133,6970
1002913,8073
1004345,7951
1000555,8208
1004836,7845
1004869,7144
1003747,9944
1003261,15503
1001496,12906
1002752,15657
1004072,15831
1001169,11729
1001387,15861
1000336,5951
1000731,8641
1002995,4449
1002472,16578
1001142,19445
1005654,5369
1000570,5476
1000647,15407
1004420,20533
1005643,8633
1004855,7113
1004532,6864
1001865,1830
1001587,10079
1000377,8592
1004049,2077
1001912,5287
1005480,4423
1000236,16208
1000128,6127
1000302,7150
1005682,8725
1000721,5225
1003842,2133
1004291,3958
1000714,16466
1005851,9906
1000311,16055
1004041,4684
1003892,16692
1004379,5278
1002331,9874
1005283,2805
1002849,7188
1000551,11422
1003825,4101
1000123,5320
1004556,15970
1002880,6860
1003032,7553
1004977,6987
1005169,19059
1003958,8103
1004271,7645
1002679,15902
1000711,5912
1005989,6947
1003390,7840
1002157,1484
1002324,6018
1004779,15762
1002446,15462
1001564,4506
1000510,19134
1003272,766
1001592,565
1004879,8713
1005954,3791
1001117,20063
1004705,5831
1003853,19091
1000342,5214
1000477,7822
1002394,15848
1004404,15756
1003726,11574
1003134,11636
1000424,7570
1002188,15732
1002058,16901
1003648,5890
1002023,2034
1003416,7924
1002541,7901
1003365,5256
1000121,15426
1004064,5143
1004732,15785
1002855,8578
1001983,15483
1002010,5233
1004207,8655
1004194,5255
1002926,5479
1001264,768
1004404,10925
1003336,19148
1000093,10769
1001941,5460
1005283,8861
1004058,6039
1005682,8671
1001194,5965
1002168,19265
1005641,11633
1004344,7990
1001279,6864
1000109,5426
1004917,5218
1004048,7857
1004354,23681
1002105,5902
1004979,1965
1004350,9730
1000643,8070
1001391,6127
1004584,3546
1005028,3714
1000244,7104
1001966,7637
1004384,7893
1003196,16460
1000102,7991
1000314,10037
1000117,19446
1005281,2171
1001810,7766
1001448,15230
1004064,11538
1003661,11443
1000984,6042
1001694,7043
1002171,7941
1000509,4482
1004738,2960
1005611,15651
1005107,5820
1003621,13063
1004001,9717
1002945,9833
1000133,2008
1005954,7192
1005806,7019
1002211,6178
1001860,15421
1001184,3546
1004425,3691
1003391,5154
1000557,12659
1003824,5342
1005054,12634
1000173,5167
1003462,8037
1003894,7919
1001203,11489
1000474,1965
1005292,8659
1002265,7766
1005205,7647
1005916,6876
1001680,13239
1005511,19670
1005349,8129
1002088,9782
1004887,8374
1003610,6993
1003688,15467
1002752,4169
1003487,15698
1000118,15687
1002097,7184
1002570,16614
1003074,6964
1001146,7992
1005596,6105
1002801,3649
1004869,7983
1001606,21042
1003476,1499
1003825,8098
1003507,5383
1003208,8327
1005367,6886
1004233,7902
1000216,5197
1005686,7705
1001426,20463
1003963,10065
1004190,3122
1001547,15898
1001329,5989
1003110,6930
1003804,7174
1004732,12111
1001430,5286
1003823,8051
1003745,7123
1003715,19550
1004434,6066
1000303,7064
1003705,11944
1002084,7900
1005344,8574
1004983,8862
1005916,2130
1005903,13344
1001980,8136
1004070,6060
1003825,7122
1004521,5282
1002638,4046
1002093,6935
1002208,8634
1004669,7089
1004308,3144
1002279,1766
1000678,6044
1002926,6965
1005305,16342
1000418,7925
1000199,11536
1002016,7099
1000036,20442
1005254,12052
1002860,9882
1004718,13270
1000111,12628
1000092,15963
1003432,7798
1005787,8014
1003479,11540
1004224,11865
1004021,19301
1002223,5985
1002266,11549
1000869,4676
1000264,8219
1004855,8787
1002202,5454
1004721,11867
1001758,7016
1005645,19130
1001065,5310
1005752,8013
1001701,23281
1005999,23826
1000735,750
1005580,8872
1001889,7967
1003626,5157
1004499,8845
1005630,8079
1002526,7851
1000396,10079
1003300,3877
1005847,8773
1000859,4685
1004634,19349
1005567,8121
1001472,15295
1000205,697
1003041,8602
1001340,4489
1000146,8864
1000671,9680
1005636,20160
1003639,5194
1000524,5285
1003650,12204
1003240,5263
1003592,5932
1004390,11797
1003816,3677
1002030,9725
1000802,7838
1001897,8104
1004098,1545
1003428,5433
1004257,6866
1001465,15378
1005142,8298
1000869,11837
1000424,15566
1002776,7422
1004063,19683
1000752,9796
1003732,4443
1005458,8202
1003178,9829
1005103,7922
1004673,19014
1002454,13289
1003193,8252
1000947,7164
1004476,5913
1001676,15774
1003623,1898
1005317,5837
1001631,7516
1004682,4156
1000352,5364
1002656,11463
1002042,15524
1000992,6934
1002465,20158
1004580,6076
1005541,15449
1001142,13345
1000533,8001
1002555,7093
1005156,19603
1005430,19248
1000195,15702
1001706,7001
1001383,12478
1003735,11926
1001806,15766
1004356,15585
1001853,7033
1000018,16430
1005776,7163
1001051,5238
1001759,576
1004888,9867
1001128,5302
1002778,7852
1002884,7966
1003180,6112
1004448,15655
1002241,9709
1006036,8617
1001605,5211
1000709,4512
1001737,3069
1000620,6901
1000873,7046
1001812,11570
1005003,20393
1000752,9805
1000633,19625
1003571,8445
1001317,956
1003884,5352
1000721,11803
1004490,23542
1001873,11821
1000563,9674
1000062,9812
1003423,6151
1001401,16093
1002691,13313
1003546,5418
1001605,19086
1001764,8362
1001609,19477
1005210,7785
1005794,6854
1001150,4477
1002986,6856
1001451,16885
1000531,12109
1001222,8112
1002421,16648
1005312,7555
1002878,7911
1004309,3508
1003658,9920
1003906,11414
1000461,1572
1004379,8044
1002427,8774
1003469,9881
1004074,9721
1004156,15879
1004625,3625
1001912,12725
1000345,11993
1000148,20400
1004939,9743
1001635,18946
1001173,6167
1000765,7179
1001545,7912
1001899,7785
1003589,12703
1002740,4178
1004285,8410
1003180,9617
1000810,19678
1005367,8065
1004251,12764
1004899,15803
1000424,13010
1000019,7977
1004217,5943
1003435,8821
1000618,5868
1001285,8000
1004373,11932
1002073,20804
1005874,15913
1000738,7890
1000720,6186
1002504,4548
1002771,2339
1004342,15403
1003756,10903
1000307,23551
1005071,15191
1003363,4075
1005139,5925
1005353,16351
1000587,8775
1003756,15589
1001671,6156
1005749,9989
1003824,7789
1001569,9764
1000162,9733
1002466,6087
1000954,7142
1001435,16987
1001741,12945
1001676,13357
1002895,8062
1005319,8851
1005805,20617
1004508,7046
1004298,6023
1004448,5179
1001613,11664
1003391,11047
1003560,6751
1005636,8681
1002660,8717
1002331,7789
1004193,15910
1000026,6864
1002570,16171
1003825,11783
1005714,7155
1000735,5222
1001655,7062
1002029,15869
1005504,15702
1001979,4020
1003100,9926
1002368,10014
1004043,11687
1004127,12896
1001678,7039
1003081,7098
1002437,12124
1001303,4069
1004514,8078
1001017,20404
1002629,19696
1003589,15282
1002116,7173
1003925,8639
1001091,11418
1003356,7787
1000169,15402
1005312,7097
1000509,11805
1004791,6943
1000946,6041
1006000,7808
1001916,6916
1005755,7842
1004502,7070
1003077,19688
1004940,7921
1002047,6932
1001306,9940
1003081,15239
1004183,6051
1002020,8139
1004286,7370
1005550,6984
1004412,1557
1001941,12012
1000710,10911
1003769,5379
1004224,15207
1005367,2043
1005306,1932
1003321,5994
1002250,11646
1000563,11557
1003308,11700
1003884,5153
1004655,7121
1001889,7933
1001781,5171
1003079,6856
1002764,957
1004472,5933
1004141,12016
1002888,15682
1003672,7049
1001449,9808
1001219,19394
1004386,11983
1000013,11454
1001150,1719
1003359,19483
1001877,16593
1001274,7009
1002776,6058
1004132,5187
1004607,7037
1000481,12496
1005504,16013
1004507,8709
1005795,7877
1001701,7938
1004388,5283
1004306,12652
1000534,19577
1000245,1894
1000869,8129
1005857,9731
1000900,10015
1005321,7997
1004802,12068
1001440,16797
1001181,772
1003841,6160
1004406,9971
1004271,7862
1004489,8022
1001958,6873
1005472,4026
1005678,15272
1001841,1922
1001613,5386
1003726,12009
1004227,15407
1004220,7016
1002848,5186
1002507,8109
1004568,7177
1004048,5870
1003569,8651
1002734,7859
1003768,5377
1004678,11692
1001306,3755
1003821,6053
1005283,11897
1003945,3134
1005667,16240
1000322,8568
1001395,5383
1004814,5387
1002060,6904
1003129,5228
1000123,16305
1000117,16725
1000408,15903
1001716,5328
1003265,15913
1005627,5173
1001224,8698
1003093,9895
1003994,15582
1000731,5481
1004041,7658
1002020,5958
1002174,6901
1004243,15207
1003416,3519
1005393,8125
1004386,6012
1005461,13361
1004948,5963
1005306,5474
1001962,20878
1004352,5196
1003565,4547
1002605,16165
1004022,10823
1004647,3525
1001291,12647
1001369,10675
1005886,7986
1002304,8050
1002063,10585
1004510,6000
1003402,7122
1000551,7063
1005502,6986
1003185,8683
1002351,16557
1002679,7129
1001794,8410
1004138,13197
1004819,10706
1003827,11993
1004223,7850
1001390,5863
1001579,10570
1001462,8587
1005026,1925
1004658,14272
1000951,5775
1000303,19378
1001985,11473
1002583,19033
1003018,15451
1003673,8641
1005633,7679
1004320,15777
1004762,8018
1000667,1501
1000347,7812
1004489,4425
1001609,6875
1002854,7111
1003851,8060
1003387,3512
1005026,11498
1004922,5235
1005007,16311
1003711,5365
1005738,8143
1001135,15481
1001943,4152
1004915,12110
1001531,15661
1001748,11736
1005488,10770
1000749,19305
1000922,15532
1001794,3736
1001923,2296
1001533,8742
1003704,11068
1003935,8832
1003994,7991
1003266,9974
1004377,7890
1005107,9883
1002179,11571
1002575,11771
1003423,19035
1002073,9901
1002167,4599
1005491,8732
1003044,2817
1005161,9943
1002248,6877
1002814,19441
1001284,4374
1005493,7166
1003293,5422
1005387,15513
1001564,11526
1001680,5239
1001389,10023
1001714,7074
1005929,6178
1003300,15695
1002109,4231
1004032,8700
1002383,8001
1002776,3717
1002611,6964
1004210,12715
1005522,6891
1002340,7889
1002419,5373
1003724,7176
1005153,1427
1001926,13581
1005816,13481
1004028,8570
1003394,5939
1001556,5145
1000566,6900
1004367,15213
1002885,7010
1000724,6869
1005453,18989
1000724,11418
1004187,9811
1001837,17010
1004287,19429
1003675,6898
1004808,11733
1005070,5986
1000934,5943
1003896,15252
1004387,5178
1004193,8740
1003999,15361
1003815,19405
1004491,15500
1002934,10592
1004916,1873
1000230,8071
1001287,9697
1000869,8792
1001125,11717
1004489,19333
1000552,15743
1001864,5150
1002938,8632
1000290,5390
1004334,8572
1000080,15803
1003391,7641
1003965,20361
1001321,4678
1001392,11406
1004157,15794
1005775,5359
1000855,5432
1004472,2274
1004972,9983
1003507,15697
1004001,1810
1003458,13477
1003353,11464
1004672,9943
1003010,15734
1003626,8080
1003001,19534
1005582,9966
1001764,8882
1001701,7031
1002438,9846
1003209,11434
1002591,6127
1001063,16905
1002507,8343
1003416,11371
1002864,6044
1001141,2737
1000612,15306
1002376,7871
1005111,2245
1001889,15319
1005269,16459
1002513,3616
1003481,8669
1004161,4280
1000679,5458
1005450,8226
1001387,8611
1005856,19249
1002896,8066
1001119,6968
1000033,11447
1001693,6877
1002092,5171
1002593,19234
1005483,9895
1000934,3436
1001937,3672
1001788,8617
1002921,8040
1003101,2066
1005621,7917
1002784,7840
1005643,5874
1003590,747
1000063,12739
1000509,12589
1002084,19039
1003841,10016
1000940,16222
1000386,7040
1004508,3715
1000639,11422
1003780,7955
1002102,4437
1004415,7143
1002873,10687
1003032,11692
1003766,5148
1004577,11783
1003821,6902
1000409,12116
1003721,10029
1003524,7121
1000566,7767
1001274,5938
1004455,12010
1003130,19240
1001542,11010
1005847,5454
1003967,1972
1000368,8858
1004964,6928
1004311,11940
1000625,6907
1004314,5370
1000721,15237
1000630,6856
1001632,11781
1004333,11513
1005970,7966
1001341,1665
1002164,6074
1002583,5996
1004048,15692
1002030,8169
1003733,16315
1000831,4527
1001776,1082
1003507,16508
1002272,8172
1006016,5427
1004328,7628
1002018,21160
1003434,15699
1002865,8105
1002837,3573
1002307,19302
1001266,10824
1002097,7397
1000839,8079
1006010,15822
1003778,11497
1006002,8072
1005811,7116
1004742,15263
1000732,12120
1000490,2722
1001265,8858
1005888,13582
1001074,7009
1004322,1965
1001567,10077
1000793,751
1002894,15503
1005256,11933
1000042,15789
1000297,12022
1002718,5253
1002565,945
1001404,5368
1003589,15559
1000647,15756
1003607,15283
1003154,19432
1004482,7104
1003200,4634
1005042,21211
1000235,7169
1003600,16189
1003961,17301
1001114,8047
1001463,5159
1003808,4300
1001377,15811
1002715,6139
1001100,3648
1003643,5456
1005514,8584
1001422,3542
1002911,9974
1003450,16692
1005364,11997
1006002,20521
1000753,7769
1004265,15432
1005785,11990
1003277,5382
1003031,8206
1002995,10660
1000543,2744
1001709,6828
1003135,7811
1004448,7172
1003476,7921
1001922,7032
1001507,13322
1005029,1913
1000331,8302
1001519,1815
1004489,11425
1001532,13590
1004156,15642
1004007,12699
1003533,4147
1001952,3472
1001687,5202
1000990,11482
1000683,11505
1000059,19113
1004079,3790
1004029,8712
1004510,3210
1000216,6046
1000136,10840
1002023,11871
1005627,3496
1000150,13272
1000864,19099
1001842,7840
1002018,10005
1003564,5910
1000704,4039
1000881,5916
1002031,4209
1002840,20381
1000284,19418
1004285,19456
1001242,9920
1001345,5257
1001329,15436
1004837,3511
1001448,6153
1005390,12514
1000566,5448
1004699,15823
1004026,16673
1000531,11535
1004512,8662
1003281,6873
1000029,15911
1000300,7144
1003590,6955
1003693,18961
1004132,1978
1003261,5434
1005536,7761
1003013,5940
1002211,7026
1000889,6144
1000667,11656
1005630,7912
1004715,12013
1004698,8843
1000656,15340
1002895,9883
1004860,5901
1000338,7803
1005317,7989
1000346,5383
1004337,15582
1001897,5826
1005291,8071
1000339,10015
1002777,10025
1005084,4124
1003900,15833
1004375,13559
1004272,12058
1002659,15690
1003825,3106
1002952,16448
1005765,15352
1005413,15629
1001974,5521
1005555,8085
1001179,4570
1004271,5824
1004379,8708
1003661,19623
1004354,2040
1003066,7917
1003900,7158
1002949,15693
1000048,5215
1002605,12396
1005254,15206
1004508,7775
1004390,15802
1004257,15153
1003422,19380
1002969,5244
1005761,5205
1003453,7911
1005555,9848
1000698,7168
1001333,20132
1003189,8900
1003823,14725
1003266,7958
1003526,4343
1003471,4330
1002887,9755
1000954,3974
1002063,3885
1005344,9739
1000019,3092
1001041,8722
1003606,19063
1004728,11610
1004738,7132
1001920,1429
1004222,7883
1004482,7855
1000118,18975
1001088,8031
1002899,15390
1003476,1630
1000651,5449
1001941,13043
1005783,12785
1003380,9753
1004060,15185
1003191,11542
1000456,11898
1003683,4234
1005458,8123
1005657,6997
1004808,5421
1002918,6964
1000497,2767
1001438,6008
1000476,15393
1002777,3893
1003916,3584
1002820,6139
1000150,6907
1003391,7094
1002627,15164
1005509,10027
1000773,15175
1005441,9892
1000402,16490
1003308,3765
1002840,3776
1001693,5885
1004448,15633
1003140,10041
1001016,5910
1005629,15810
1003177,6141
