id,class
4823,A
4853,A
4941,A
4953,A
4972,A
5028,A
5029,A
5041,A
5057,A
5085,A
5119,A
5158,A
5253,A
5276,A
5327,A
5338,A
5366,A
5368,A
5391,A
5421,A
5430,A
5457,A
5492,A
5525,A
5572,A
5613,A
5713,A
5721,A
5735,A
5752,A
5785,A
5797,A
5803,A
5885,A
5887,A
5888,A
5907,A
5923,A
6005,A
6035,A
6073,A
6078,A
6109,A
6157,A
6171,A
6176,A
6200,A
6223,A
6264,A
6266,A
6269,A
6281,A
6282,A
6396,A
6406,A
6419,A
6431,A
6445,A
6476,A
6511,A
6512,A
6526,A
6542,A
6574,A
6589,A
6597,A
6621,A
6631,A
6649,A
6652,A
6688,A
6702,A
6706,A
6708,A
6715,A
6733,A
6747,A
6767,A
6769,A
6774,A
6778,A
6805,A
6806,A
6825,A
6870,A
6891,A
6895,A
6896,A
6930,A
6938,A
6950,A
7005,A
7010,A
7021,A
7027,A
7047,A
7078,A
7122,A
7140,A
7154,A
7173,A
7193,A
7207,A
7209,A
7227,A
7247,A
7250,A
7268,A
7286,A
7290,A
7301,A
7310,A
7324,A
7379,A
7383,A
7399,A
7419,A
7425,A
7432,A
7459,A
7464,A
7472,A
7518,A
7525,A
7532,A
7558,A
7588,A
7603,A
7615,A
7624,A
7681,A
7690,A
7699,A
7705,A
7712,A
7718,A
7720,A
7762,A
7780,A
7788,A
7840,A
7854,A
7857,A
7868,A
7918,A
7925,A
7948,A
7958,A
8024,A
8038,A
8042,A
8051,A
8058,A
8073,A
8106,A
8119,A
8129,A
8137,A
8152,A
8161,A
8182,A
8183,A
8210,A
8263,A
8265,A
8267,A
8294,A
8306,A
8321,A
8359,A
8387,A
8418,A
8444,A
8461,A
8466,A
8481,A
8490,A
8509,A
8543,A
8544,A
8550,A
8556,A
8560,A
8586,A
8666,A
8681,A
8701,A
8703,A
8731,A
8755,A
8766,A
8781,A
8798,A
8825,A
8833,A
8844,A
8883,A
8895,A
8899,A
8930,A
8941,A
8967,A
8970,A
8973,A
8977,A
8981,A
9031,A
9036,A
9043,A
9051,A
9053,A
9058,A
9066,A
9071,A
9085,A
9099,A
9102,A
9105,A
9162,A
9223,A
9228,A
9231,A
9256,A
9285,A
9319,A
9323,A
9339,A
9345,A
9350,A
9368,A
9384,A
9388,A
9449,A
9452,A
9465,A
9474,A
9490,A
9518,A
9520,A
9524,A
9606,A
9650,A
9656,A
9672,A
9701,A
9704,A
9737,A
9740,A
9784,A
9806,A
9825,A
9830,A
9867,A
9871,A
9890,A
9896,A
9931,A
9938,A
9945,A
9946,A
9988,A
10030,A
10055,A
10062,A
10079,A
10081,A
10091,A
10103,A
10122,A
10173,A
10179,A
10209,A
10243,A
10269,A
10318,A
10328,A
10347,A
10351,A
10368,A
10415,A
10424,A
10484,A
10491,A
10495,A
10496,A
10591,A
10620,A
10645,A
10662,A
10667,A
10684,A
10703,A
10712,A
10735,A
10745,A
10811,A
10835,A
10864,A
10872,A
10883,A
10909,A
10932,A
10934,A
10967,A
11000,A
11004,A
11065,A
11080,A
11101,A
11128,A
11131,A
11137,A
11167,A
11186,A
11187,A
11219,A
11229,A
11249,A
11305,A
11314,A
11364,A
11413,A
11416,A
11439,A
11492,A
11537,A
11540,A
11561,A
11563,A
11574,A
11577,A
11578,A
11588,A
11595,A
11602,A
11620,A
11640,A
11687,A
11724,A
11745,A
11750,A
11756,A
11765,A
11774,A
11777,A
11791,A
11843,A
11850,A
11865,A
11913,A
11921,A
11936,A
11938,A
12073,A
12084,A
12092,A
12094,A
12098,A
12140,A
12141,A
12172,A
12288,A
12290,A
12302,A
12315,A
12332,A
12347,A
12386,A
12388,A
12416,A
12420,A
12421,A
12451,A
12455,A
12466,A
12524,A
12533,A
12551,A
12656,A
12669,A
12688,A
12689,A
12690,A
12691,A
12694,A
12718,A
12722,A
12728,A
12744,A
12752,A
12754,A
12814,A
12865,A
12918,A
12958,A
12974,A
12975,A
12999,A
13007,A
13017,A
13023,A
13039,A
13043,A
13050,A
13068,A
13083,A
13122,A
13166,A
13168,A
13194,A
13207,A
13213,A
13216,A
13226,A
13247,A
13263,A
13272,A
13301,A
13333,A
13334,A
13336,A
13338,A
10,B
67,B
77,B
83,B
95,B
147,B
164,B
177,B
187,B
225,B
236,B
243,B
245,B
256,B
258,B
276,B
305,B
309,B
311,B
335,B
337,B
361,B
393,B
394,B
396,B
448,B
457,B
468,B
472,B
480,B
503,B
521,B
522,B
528,B
529,B
586,B
619,B
630,B
633,B
644,B
659,B
674,B
708,B
717,B
751,B
770,B
776,B
777,B
808,B
854,B
923,B
947,B
975,B
1005,B
1054,B
1078,B
1113,B
1128,B
1167,B
1171,B
1203,B
1216,B
1246,B
1330,B
1335,B
1423,B
1426,B
1434,B
1465,B
1473,B
1476,B
1568,B
1586,B
1639,B
1652,B
1662,B
1731,B
1767,B
1777,B
1802,B
1803,B
1804,B
1836,B
1854,B
1862,B
1877,B
1884,B
1895,B
1896,B
1897,B
1901,B
1963,B
1965,B
1970,B
1999,B
2002,B
2037,B
2083,B
2093,B
2112,B
2165,B
2179,B
2193,B
2194,B
2233,B
2248,B
2258,B
2277,B
2315,B
2316,B
2319,B
2323,B
2325,B
2329,B
2355,B
2361,B
2389,B
2417,B
2436,B
2454,B
2460,B
2479,B
2498,B
2502,B
2518,B
2552,B
2562,B
2567,B
2580,B
2638,B
2657,B
2683,B
2702,B
2716,B
2749,B
2794,B
2795,B
2848,B
2860,B
2883,B
2896,B
2906,B
2946,B
2950,B
2954,B
2967,B
2981,B
2990,B
3046,B
3052,B
3055,B
3056,B
3079,B
3090,B
3091,B
3143,B
3152,B
3197,B
3198,B
3215,B
3218,B
3230,B
3236,B
3258,B
3290,B
3320,B
3346,B
3354,B
3383,B
3386,B
3405,B
3447,B
3453,B
3455,B
3472,B
3479,B
3495,B
3523,B
3529,B
3549,B
3552,B
3629,B
3644,B
3660,B
3667,B
3688,B
3692,B
3693,B
3721,B
3736,B
3793,B
3809,B
3816,B
3836,B
3842,B
3860,B
3924,B
3928,B
3937,B
3950,B
3952,B
3972,B
4006,B
4035,B
4036,B
4099,B
4165,B
4223,B
4230,B
4233,B
4237,B
4246,B
4249,B
4272,B
4324,B
4345,B
4358,B
4370,B
4402,B
4411,B
4432,B
4436,B
4503,B
4518,B
4602,B
4618,B
4620,B
4626,B
4630,B
4672,B
4693,B
4705,B
4723,B
4764,B
4772,B
4794,B
4818,B
4827,B
4834,B
4913,B
4915,B
4921,B
4922,B
4929,B
4943,B
4971,B
5005,B
5014,B
5065,B
5071,B
5080,B
5108,B
5116,B
5123,B
5128,B
5132,B
5138,B
5154,B
5183,B
5186,B
5211,B
5217,B
5238,B
5241,B
5263,B
5267,B
5269,B
5280,B
5296,B
5308,B
5319,B
5329,B
5354,B
5367,B
5369,B
5426,B
5431,B
5435,B
5441,B
5449,B
5451,B
5474,B
5516,B
5581,B
5594,B
5610,B
5662,B
5666,B
5677,B
5678,B
5695,B
5698,B
5717,B
5733,B
5736,B
5750,B
5788,B
5825,B
5837,B
5840,B
5846,B
5865,B
5910,B
5915,B
5916,B
5960,B
5964,B
5976,B
5987,B
5994,B
6020,B
6036,B
6052,B
6072,B
6092,B
6188,B
6189,B
6195,B
6224,B
6247,B
6270,B
6315,B
6318,B
6322,B
6363,B
6415,B
6450,B
6451,B
6453,B
6470,B
6514,B
6530,B
6532,B
6545,B
6552,B
6569,B
6600,B
6665,B
6718,B
6775,B
6780,B
6781,B
6797,B
6809,B
6850,B
6867,B
6872,B
6890,B
6893,B
6915,B
6956,B
7003,B
7061,B
7068,B
7074,B
7083,B
7152,B
7169,B
7170,B
7189,B
7208,B
7215,B
7254,B
7279,B
7316,B
7352,B
7363,B
7375,B
7387,B
7460,B
7492,B
7524,B
7545,B
7551,B
7562,B
7613,B
7674,B
7711,B
7730,B
7763,B
7765,B
7794,B
7832,B
7852,B
7853,B
7864,B
7889,B
7892,B
7905,B
7913,B
7926,B
7935,B
7938,B
7939,B
7982,B
8011,B
8025,B
8068,B
8069,B
8070,B
8132,B
8139,B
8189,B
8202,B
8218,B
8225,B
8291,B
8301,B
8315,B
8335,B
8351,B
8393,B
8396,B
8416,B
8420,B
8425,B
8433,B
8455,B
8472,B
8473,B
8478,B
8485,B
8500,B
8505,B
8512,B
8602,B
8609,B
8648,B
8655,B
8668,B
8694,B
8812,B
8829,B
8857,B
8871,B
8878,B
8879,B
8880,B
8896,B
8910,B
8921,B
8928,B
8944,B
8955,B
8963,B
9002,B
9035,B
9067,B
9115,B
9133,B
9134,B
9191,B
9280,B
9288,B
9306,B
9332,B
9361,B
9389,B
9394,B
9422,B
9446,B
9447,B
9496,B
9526,B
9549,B
9556,B
9565,B
9581,B
9588,B
9604,B
9613,B
9643,B
9688,B
9703,B
9708,B
9726,B
9735,B
9738,B
9747,B
9898,B
9914,B
9963,B
9973,B
9982,B
9996,B
9998,B
10011,B
10031,B
10040,B
10138,B
10151,B
10181,B
10198,B
10211,B
10225,B
10233,B
10257,B
10273,B
10311,B
10323,B
10380,B
10406,B
10413,B
10419,B
10440,B
10468,B
10473,B
10480,B
10504,B
10506,B
10511,B
10512,B
10513,B
10518,B
10523,B
10560,B
10573,B
10621,B
10646,B
10647,B
10657,B
10660,B
10663,B
10665,B
10678,B
10752,B
10758,B
10778,B
10787,B
10865,B
10874,B
10895,B
10915,B
10973,B
10975,B
10990,B
10997,B
11005,B
11015,B
11020,B
11029,B
11041,B
11042,B
11054,B
11073,B
11094,B
11097,B
11143,B
11148,B
11240,B
11294,B
11297,B
11298,B
11307,B
11331,B
11383,B
11396,B
11468,B
11477,B
11484,B
11553,B
11591,B
11633,B
11656,B
11659,B
11676,B
11688,B
11700,B
11702,B
11722,B
11761,B
11763,B
11799,B
11810,B
11820,B
11840,B
11847,B
11862,B
11872,B
11877,B
11880,B
11894,B
11910,B
11930,B
11944,B
11948,B
11950,B
11966,B
11985,B
12003,B
12030,B
12039,B
12040,B
12047,B
12072,B
12087,B
12122,B
12148,B
12212,B
12233,B
12237,B
12238,B
12240,B
12243,B
12259,B
12305,B
12306,B
12329,B
12331,B
12350,B
12361,B
12387,B
12406,B
12410,B
12424,B
12432,B
12467,B
12486,B
12491,B
12495,B
12502,B
12506,B
12552,B
12573,B
12598,B
12601,B
12609,B
12621,B
12630,B
12659,B
12674,B
12685,B
12686,B
12715,B
12731,B
12740,B
12753,B
12764,B
12782,B
12787,B
12800,B
12810,B
12824,B
12835,B
12854,B
12856,B
12908,B
12935,B
13001,B
13028,B
13029,B
13030,B
13055,B
13091,B
13115,B
13121,B
13130,B
13133,B
13151,B
13155,B
13171,B
13189,B
13192,B
13208,B
13261,B
13264,B
13292,B
13294,B
13308,B
13369,B
9,C
21,C
31,C
36,C
53,C
72,C
87,C
142,C
211,C
218,C
230,C
255,C
322,C
327,C
341,C
398,C
404,C
431,C
467,C
473,C
526,C
537,C
603,C
616,C
641,C
650,C
667,C
668,C
690,C
709,C
771,C
791,C
855,C
868,C
872,C
873,C
894,C
899,C
907,C
922,C
925,C
934,C
941,C
959,C
984,C
1021,C
1031,C
1036,C
1099,C
1122,C
1125,C
1170,C
1188,C
1191,C
1215,C
1221,C
1233,C
1245,C
1249,C
1252,C
1290,C
1329,C
1331,C
1342,C
1362,C
1366,C
1374,C
1376,C
1394,C
1399,C
1429,C
1444,C
1459,C
1482,C
1519,C
1527,C
1532,C
1533,C
1550,C
1552,C
1564,C
1612,C
1621,C
1633,C
1657,C
1660,C
1700,C
1712,C
1721,C
1727,C
1735,C
1755,C
1761,C
1774,C
1809,C
1829,C
1833,C
1841,C
1888,C
1899,C
1930,C
1949,C
1956,C
1989,C
1998,C
2012,C
2015,C
2053,C
2058,C
2092,C
2099,C
2103,C
2124,C
2150,C
2158,C
2174,C
2204,C
2231,C
2271,C
2303,C
2313,C
2342,C
2399,C
2404,C
2426,C
2441,C
2453,C
2458,C
2489,C
2490,C
2501,C
2517,C
2522,C
2523,C
2541,C
2566,C
2572,C
2620,C
2646,C
2759,C
2760,C
2763,C
2766,C
2785,C
2788,C
2825,C
2828,C
2854,C
2856,C
2884,C
2895,C
2945,C
2962,C
2964,C
3007,C
3019,C
3064,C
3094,C
3130,C
3147,C
3227,C
3275,C
3309,C
3323,C
3341,C
3359,C
3368,C
3384,C
3393,C
3410,C
3435,C
3452,C
3487,C
3497,C
3515,C
3522,C
3542,C
3591,C
3612,C
3628,C
3633,C
3642,C
3649,C
3656,C
3698,C
3701,C
3744,C
3747,C
3761,C
3765,C
3770,C
3790,C
3796,C
3797,C
3857,C
3871,C
3901,C
3908,C
3934,C
3943,C
3964,C
4004,C
4016,C
4022,C
4032,C
4034,C
4037,C
4042,C
4049,C
4073,C
4085,C
4097,C
4105,C
4124,C
4132,C
4146,C
4176,C
4184,C
4203,C
4206,C
4211,C
4217,C
4220,C
4252,C
4261,C
4287,C
4303,C
4331,C
4346,C
4364,C
4367,C
4404,C
4442,C
4449,C
4490,C
4506,C
4512,C
4555,C
4556,C
4609,C
4674,C
4690,C
4697,C
4729,C
4749,C
4777,C
4781,C
4807,C
4838,C
4840,C
4841,C
4845,C
4850,C
4851,C
4906,C
4918,C
4930,C
4934,C
4946,C
4950,C
4952,C
5009,C
5034,C
5056,C
5064,C
5069,C
5083,C
5086,C
5093,C
5094,C
5098,C
5106,C
5115,C
5120,C
5137,C
5145,C
5189,C
5212,C
5219,C
5244,C
5252,C
5271,C
5279,C
5293,C
5326,C
5374,C
5378,C
5405,C
5417,C
5423,C
5427,C
5443,C
5454,C
5486,C
5489,C
5505,C
5507,C
5517,C
5557,C
5575,C
5635,C
5646,C
5672,C
5687,C
5693,C
5697,C
5726,C
5751,C
5781,C
5790,C
5791,C
5799,C
5834,C
5957,C
5980,C
6045,C
6094,C
6124,C
6132,C
6134,C
6177,C
6213,C
6214,C
6286,C
6326,C
6345,C
6348,C
6403,C
6428,C
6455,C
6465,C
6479,C
6501,C
6515,C
6535,C
6548,C
6551,C
6565,C
6573,C
6578,C
6586,C
6590,C
6613,C
6627,C
6639,C
6644,C
6654,C
6681,C
6686,C
6724,C
6754,C
6777,C
6785,C
6793,C
6795,C
6800,C
6826,C
6842,C
6843,C
6864,C
6881,C
6903,C
6914,C
6968,C
6977,C
6984,C
6987,C
6993,C
7019,C
7043,C
7089,C
7126,C
7137,C
7177,C
7179,C
7192,C
7197,C
7204,C
7226,C
7228,C
7248,C
7259,C
7263,C
7275,C
7280,C
7305,C
7335,C
7400,C
7497,C
7499,C
7517,C
7533,C
7548,C
7563,C
7575,C
7578,C
7602,C
7612,C
7629,C
7664,C
7677,C
7700,C
7722,C
7745,C
7793,C
7805,C
7810,C
7811,C
7819,C
7833,C
7841,C
7874,C
7881,C
7902,C
7929,C
7960,C
8012,C
8019,C
8035,C
8040,C
8045,C
8109,C
8118,C
8128,C
8148,C
8174,C
8191,C
8193,C
8204,C
8212,C
8251,C
8274,C
8353,C
8432,C
8438,C
8501,C
8507,C
8521,C
8527,C
8537,C
8575,C
8587,C
8612,C
8621,C
8638,C
8670,C
8692,C
8693,C
8713,C
8716,C
8786,C
8819,C
8836,C
8863,C
8872,C
8887,C
8932,C
8983,C
8985,C
9007,C
9012,C
9045,C
9056,C
9059,C
9100,C
9116,C
9173,C
9174,C
9194,C
9197,C
9200,C
9207,C
9224,C
9226,C
9240,C
9309,C
9347,C
9351,C
9398,C
9400,C
9410,C
9433,C
9455,C
9457,C
9464,C
9473,C
9488,C
9502,C
9511,C
9547,C
9609,C
9610,C
9623,C
9630,C
9641,C
9645,C
9648,C
9662,C
9678,C
9691,C
9716,C
9736,C
9745,C
9769,C
9808,C
9822,C
9833,C
9878,C
9911,C
9921,C
9929,C
9994,C
10022,C
10023,C
10064,C
10087,C
10131,C
10136,C
10148,C
10150,C
10152,C
10184,C
10201,C
10267,C
10278,C
10294,C
10326,C
10348,C
10391,C
10405,C
10423,C
10436,C
10437,C
10457,C
10489,C
10499,C
10536,C
10557,C
10576,C
10589,C
10607,C
10615,C
10622,C
10634,C
10676,C
10704,C
10711,C
10740,C
10748,C
10772,C
10777,C
10814,C
10821,C
10827,C
10837,C
10839,C
10842,C
10851,C
10863,C
10882,C
10888,C
10901,C
10905,C
10960,C
10978,C
10984,C
11003,C
11017,C
11079,C
11171,C
11178,C
11194,C
11197,C
11270,C
11293,C
11295,C
11345,C
11366,C
11371,C
11401,C
11444,C
11465,C
11528,C
11545,C
11548,C
11575,C
11610,C
11628,C
11632,C
11655,C
11664,C
11673,C
11704,C
11705,C
11730,C
11738,C
11749,C
11751,C
11757,C
11794,C
11813,C
11822,C
11823,C
11841,C
11851,C
11864,C
11869,C
11909,C
11915,C
11939,C
11958,C
11959,C
11982,C
11984,C
11992,C
12010,C
12044,C
12060,C
12096,C
12143,C
12153,C
12176,C
12182,C
12232,C
12267,C
12278,C
12342,C
12413,C
12484,C
12496,C
12548,C
12603,C
12623,C
12635,C
12639,C
12641,C
12660,C
12666,C
12667,C
12675,C
12681,C
12687,C
12853,C
12859,C
12875,C
12909,C
12910,C
12967,C
12971,C
12978,C
12986,C
12998,C
13016,C
13044,C
13057,C
13075,C
13108,C
13112,C
13126,C
13129,C
13148,C
13183,C
13214,C
13244,C
13255,C
13305,C
13324,C
13345,C
13346,C
13378,C
12,D
68,D
100,D
102,D
105,D
134,D
206,D
277,D
299,D
304,D
308,D
313,D
328,D
329,D
360,D
365,D
378,D
453,D
487,D
490,D
492,D
493,D
497,D
511,D
520,D
532,D
534,D
564,D
577,D
583,D
615,D
628,D
642,D
648,D
657,D
682,D
685,D
747,D
754,D
787,D
798,D
813,D
821,D
846,D
862,D
865,D
867,D
875,D
876,D
877,D
929,D
939,D
992,D
1010,D
1043,D
1047,D
1068,D
1073,D
1100,D
1123,D
1124,D
1137,D
1145,D
1175,D
1182,D
1196,D
1268,D
1269,D
1274,D
1278,D
1282,D
1305,D
1324,D
1377,D
1403,D
1408,D
1478,D
1489,D
1516,D
1541,D
1565,D
1634,D
1638,D
1651,D
1750,D
1766,D
1810,D
1811,D
1821,D
1824,D
1844,D
1849,D
1853,D
1875,D
1902,D
1927,D
1943,D
1967,D
2005,D
2013,D
2033,D
2044,D
2087,D
2102,D
2104,D
2152,D
2211,D
2247,D
2266,D
2296,D
2318,D
2339,D
2360,D
2366,D
2408,D
2425,D
2448,D
2487,D
2520,D
2534,D
2537,D
2538,D
2544,D
2565,D
2575,D
2576,D
2579,D
2619,D
2621,D
2656,D
2662,D
2674,D
2712,D
2713,D
2775,D
2789,D
2841,D
2847,D
2877,D
2880,D
2889,D
2915,D
2917,D
2931,D
2942,D
2969,D
2977,D
3015,D
3017,D
3039,D
3061,D
3074,D
3077,D
3088,D
3093,D
3101,D
3116,D
3237,D
3265,D
3282,D
3286,D
3291,D
3299,D
3324,D
3389,D
3412,D
3428,D
3450,D
3470,D
3488,D
3490,D
3530,D
3534,D
3536,D
3545,D
3571,D
3665,D
3674,D
3676,D
3678,D
3683,D
3696,D
3726,D
3739,D
3742,D
3769,D
3792,D
3803,D
3820,D
3829,D
3831,D
3840,D
3847,D
3893,D
3955,D
3979,D
3985,D
3990,D
4017,D
4051,D
4052,D
4075,D
4083,D
4102,D
4129,D
4147,D
4198,D
4244,D
4257,D
4271,D
4283,D
4319,D
4320,D
4362,D
4372,D
4408,D
4413,D
4426,D
4434,D
4452,D
4458,D
4460,D
4496,D
4521,D
4537,D
4541,D
4542,D
4550,D
4561,D
4562,D
4582,D
4588,D
4591,D
4597,D
4619,D
4624,D
4671,D
4706,D
4721,D
4726,D
4741,D
4743,D
4774,D
4811,D
4826,D
4843,D
4849,D
4886,D
4996,D
5045,D
5049,D
5052,D
5070,D
5118,D
5156,D
5159,D
5161,D
5165,D
5230,D
5255,D
5278,D
5287,D
5343,D
5379,D
5386,D
5392,D
5398,D
5399,D
5414,D
5415,D
5420,D
5436,D
5446,D
5476,D
5500,D
5528,D
5579,D
5582,D
5587,D
5595,D
5609,D
5616,D
5636,D
5657,D
5689,D
5705,D
5716,D
5762,D
5768,D
5775,D
5800,D
5843,D
5845,D
5872,D
5874,D
5889,D
5899,D
5905,D
5906,D
5940,D
5956,D
5966,D
5971,D
6011,D
6019,D
6029,D
6055,D
6058,D
6075,D
6086,D
6096,D
6104,D
6138,D
6148,D
6162,D
6164,D
6167,D
6175,D
6226,D
6240,D
6259,D
6271,D
6338,D
6370,D
6375,D
6397,D
6454,D
6457,D
6483,D
6489,D
6491,D
6508,D
6520,D
6525,D
6546,D
6607,D
6651,D
6653,D
6664,D
6669,D
6678,D
6787,D
6794,D
6802,D
6815,D
6827,D
6861,D
6871,D
6923,D
6945,D
6946,D
6948,D
6955,D
6983,D
6985,D
7018,D
7020,D
7039,D
7046,D
7097,D
7103,D
7110,D
7147,D
7205,D
7206,D
7258,D
7288,D
7297,D
7304,D
7306,D
7314,D
7429,D
7431,D
7439,D
7478,D
7483,D
7535,D
7543,D
7567,D
7573,D
7584,D
7637,D
7643,D
7649,D
7653,D
7662,D
7682,D
7746,D
7748,D
7750,D
7754,D
7773,D
7779,D
7787,D
7796,D
7800,D
7893,D
7900,D
7914,D
7930,D
7955,D
7956,D
7966,D
7989,D
8002,D
8014,D
8059,D
8061,D
8093,D
8095,D
8107,D
8136,D
8149,D
8214,D
8233,D
8266,D
8280,D
8281,D
8309,D
8333,D
8360,D
8406,D
8410,D
8436,D
8443,D
8459,D
8475,D
8528,D
8563,D
8593,D
8600,D
8601,D
8605,D
8614,D
8629,D
8641,D
8657,D
8663,D
8677,D
8721,D
8730,D
8737,D
8751,D
8752,D
8765,D
8767,D
8769,D
8779,D
8792,D
8803,D
8806,D
8855,D
8890,D
8914,D
8927,D
8934,D
9028,D
9033,D
9124,D
9159,D
9187,D
9193,D
9201,D
9267,D
9290,D
9321,D
9363,D
9376,D
9380,D
9385,D
9401,D
9429,D
9481,D
9494,D
9498,D
9523,D
9533,D
9561,D
9585,D
9616,D
9619,D
9663,D
9668,D
9699,D
9700,D
9706,D
9709,D
9727,D
9753,D
9764,D
9776,D
9780,D
9805,D
9851,D
9866,D
9877,D
9900,D
9902,D
9918,D
9984,D
10024,D
10050,D
10066,D
10074,D
10094,D
10125,D
10141,D
10145,D
10157,D
10166,D
10175,D
10206,D
10223,D
10254,D
10277,D
10291,D
10295,D
10300,D
10330,D
10340,D
10355,D
10371,D
10458,D
10461,D
10486,D
10487,D
10505,D
10514,D
10550,D
10574,D
10587,D
10601,D
10636,D
10639,D
10696,D
10698,D
10707,D
10719,D
10783,D
10785,D
10803,D
10819,D
10871,D
10902,D
10916,D
10925,D
10971,D
10987,D
10994,D
10996,D
10998,D
11036,D
11045,D
11052,D
11067,D
11071,D
11082,D
11106,D
11123,D
11150,D
11233,D
11273,D
11277,D
11278,D
11280,D
11290,D
11332,D
11337,D
11341,D
11363,D
11393,D
11402,D
11405,D
11407,D
11449,D
11461,D
11464,D
11488,D
11547,D
11550,D
11552,D
11568,D
11593,D
11653,D
11665,D
11669,D
11707,D
11719,D
11747,D
11748,D
11760,D
11768,D
11769,D
11798,D
11821,D
11844,D
11956,D
12027,D
12043,D
12063,D
12075,D
12149,D
12156,D
12166,D
12167,D
12168,D
12194,D
12213,D
12229,D
12241,D
12246,D
12264,D
12265,D
12284,D
12304,D
12309,D
12311,D
12313,D
12318,D
12330,D
12348,D
12365,D
12381,D
12403,D
12407,D
12426,D
12438,D
12453,D
12459,D
12476,D
12522,D
12531,D
12534,D
12575,D
12590,D
12622,D
12628,D
12661,D
12707,D
12709,D
12729,D
12758,D
12798,D
12829,D
12870,D
12879,D
12884,D
12892,D
12917,D
12921,D
12928,D
12934,D
12950,D
12954,D
12995,D
13005,D
13051,D
13074,D
13119,D
13158,D
13160,D
13184,D
13191,D
13248,D
13254,D
13277,D
13312,D
13328,D
13358,D
13392,D
